Entrez,Gene,VEGAS_AD1,VEGAS_AD2,Tribe-DO-Status,AD1-NetWAS-RankSum,AD2-NetWAS-RankSum
56125.0,PCDHB11,0.117,0.08244,0.0,15635539.0,9508556.0
8973.0,CHRNA6,0.791,0.887,0.0,11904581.0,6619708.5
5480.0,PPIC,0.729,0.04419,0.0,9186144.0,7248141.0
197259.0,MLKL,0.344,0.474,0.0,12607789.0,11475446.5
57116.0,ZNF695,0.581,0.382,0.0,14501392.0,7205385.5
25798.0,BRI3,0.999,0.127,0.0,10484427.0,1202562.0
8531.0,CSDA,0.587,0.748,0.0,14172039.0,3917951.0
90011.0,KIR3DX1,0.179,0.65,0.0,13973445.0,3704801.5
6783.0,SULT1E1,0.179,0.62,0.0,10668937.5,3750051.0
1084.0,CEACAM3,0.07405,0.224,0.0,14757649.5,2905670.5
399671.0,HEATR4,0.961,0.175,0.0,14055699.5,14179045.0
138803.0,OR13C3,0.428,0.377,0.0,13839202.5,4654809.5
84971.0,ATG4D,0.483,0.18,0.0,8106471.5,5745618.5
84891.0,ZSCAN10,0.734,0.745,0.0,12562495.5,13345468.0
55510.0,DDX43,0.858,0.379,0.0,13843965.0,9594511.5
723961.0,INS-IGF2,0.4,0.617,0.0,12549573.0,10161894.5
50487.0,PLA2G3,0.667,0.915,0.0,13048055.0,10118136.5
1580.0,CYP4B1,0.914,0.926,0.0,12068790.0,13573332.0
26471.0,NUPR1,0.985,0.146,0.0,13444965.0,10244063.0
89884.0,LHX4,0.933,0.724,0.0,13459010.0,16055735.5
83876.0,MRO,0.909,0.62,0.0,13181524.0,9098358.5
219623.0,TMEM26,0.957,0.31,0.0,13051764.0,10639375.0
56729.0,RETN,0.997,0.16,0.0,13680030.0,13402083.5
7305.0,TYROBP,0.75,0.539,0.0,13749005.0,7962420.0
6526.0,SLC5A3,0.333,0.65,0.0,13220542.0,8284308.5
202374.0,STK32A,0.125,0.299,0.0,13823910.0,13680509.5
119032.0,C10orf32,0.116,0.619,0.0,13636087.0,11558481.0
57343.0,ZNF304,0.712,0.63,0.0,15112651.5,6654004.5
374355.0,C10orf96,0.192,0.08201,0.0,12981268.0,8796032.0
7127.0,TNFAIP2,0.558,0.199,0.0,15379332.5,6170434.0
253260.0,RICTOR,0.563,0.166,0.0,14051286.5,637566.0
55030.0,FBXO34,0.298,0.321,0.0,14441663.0,617963.0
1876.0,E2F6,0.995,0.383,0.0,13004200.5,3811373.5
6452.0,SH3BP2,0.138,0.05293,0.0,13146005.5,4189991.5
55713.0,ZNF334,0.728,0.784,0.0,14967672.0,10994803.5
55040.0,EPN3,0.532,0.21,0.0,13666104.5,10209558.0
56104.0,PCDHGB1,0.02962,0.631,0.0,12011990.5,8033356.0
282775.0,OR5J2,0.464,0.387,0.0,12354201.0,3791227.5
570.0,BAAT,0.769,0.06902,0.0,14676872.5,11431977.0
401089.0,C3orf72,0.71,0.392,0.0,13259780.5,15204001.0
390.0,RND3,0.54,0.544,0.0,7344442.5,6582650.0
7559.0,ZNF12,0.977,0.504,0.0,12772814.0,12888697.5
148641.0,SLC35F3,0.491,0.778,0.0,13304732.5,12728160.0
343413.0,FCRL6,0.264,0.358,0.0,13463959.0,10847016.5
3775.0,KCNK1,0.336,0.409,0.0,13054070.5,15150203.5
57705.0,WDFY4,0.603,0.335,0.0,12401398.5,9816951.5
220929.0,ZNF438,0.168,0.94,0.0,12690332.0,6731730.0
83938.0,C10orf11,0.173,0.641,0.0,14066099.5,7813346.5
3428.0,IFI16,0.511,0.09575,0.0,12352946.0,8742037.0
240.0,ALOX5,0.42,0.997,0.0,13695436.5,11519417.5
670.0,BPHL,0.00338,0.206,0.0,13327921.0,9943421.5
22849.0,CPEB3,0.851,0.556,0.0,14685974.0,2839690.5
148932.0,MOBKL2C,0.606,0.419,0.0,10706965.5,5860322.0
339488.0,TFAP2E,0.349,0.759,0.0,13675673.5,14258220.0
55269.0,PSPC1,0.252,0.683,0.0,15632736.5,5109465.5
51298.0,THEG,0.329,0.186,0.0,15069814.5,11491130.5
4837.0,NNMT,0.146,0.374,0.0,14790343.0,11121345.5
199777.0,ZNF626,0.837,0.852,0.0,11311135.0,12539625.5
5522.0,PPP2R2C,0.726,0.43,0.0,14976417.5,3171172.5
253190.0,SERHL2,0.01266,0.676,0.0,12974881.5,12413847.0
114793.0,FMNL2,0.417,0.592,0.0,12370774.0,5213166.0
51166.0,AADAT,0.34,0.882,0.0,12843201.5,12116027.0
114899.0,C1QTNF3,0.07974,0.389,0.0,14209040.0,6508813.5
84572.0,GNPTG,0.719,0.536,0.0,10303818.0,1006181.5
8661.0,EIF3A,0.485,0.522,0.0,13743269.0,10888008.5
80709.0,AKNA,0.252,0.831,0.0,15982822.0,9045046.5
729767.0,CEACAM18,0.713,0.626,0.0,13288785.0,11054079.5
10047.0,CST8,0.0986,0.402,0.0,13312695.0,8074360.5
57535.0,KIAA1324,0.174,0.09627,0.0,12618449.5,11063413.5
8499.0,PPFIA2,0.542,0.154,0.0,15120653.5,1942746.0
6882.0,TAF11,0.104,0.08998,0.0,13102512.5,4149710.5
132724.0,TMPRSS11B,0.328,0.99,0.0,14406612.5,8514122.5
129684.0,CNTNAP5,0.07604,0.983,0.0,14167782.5,6387394.0
2264.0,FGFR4,0.694,0.989,0.0,11990511.0,6515183.5
339761.0,CYP27C1,0.764,0.08419,0.0,13519858.0,11634519.0
386672.0,KRTAP10-4,0.313,0.877,0.0,13671684.5,4501793.5
339778.0,C2orf70,0.243,0.64,0.0,13333856.0,13294036.0
390259.0,BSX,0.68,0.269,0.0,13822033.0,13526723.0
388135.0,C15orf59,0.731,0.01613,0.0,14414321.5,9087183.0
80216.0,ALPK1,0.389,0.04359,0.0,12190247.0,11776662.0
5524.0,PPP2R4,0.746,0.45,0.0,14020705.0,5462090.0
337968.0,KRTAP6-3,0.259,0.08081,0.0,12319578.0,9235542.0
5138.0,PDE2A,0.997,0.413,0.0,8398077.5,8459240.0
2069.0,EREG,0.0179,0.07774,0.0,14211746.0,6754072.5
7220.0,TRPC1,0.62,0.781,0.0,13478354.5,4185538.0
112942.0,CCDC104,0.913,0.651,0.0,13940418.0,14999662.0
1051.0,CEBPB,0.468,0.919,0.0,10459279.5,2031666.5
9334.0,B4GALT5,0.416,0.394,0.0,13060051.0,2827212.0
8685.0,MARCO,0.799,0.27,0.0,15005385.0,10260954.5
11321.0,GPN1,0.328,0.537,0.0,14972568.0,1086031.5
55102.0,ATG2B,0.801,0.685,0.0,10705289.0,6134255.0
23314.0,SATB2,0.149,1.0,0.0,11058839.0,5615372.0
126668.0,TDRD10,0.542,0.103,0.0,12546001.0,10291101.5
92285.0,ZNF585B,0.102,0.528,0.0,14381891.0,14355232.0
3117.0,HLA-DQA1,0.186,0.297,0.0,11148284.5,10922018.5
10423.0,CDIPT,0.891,0.175,0.0,11865184.0,5789423.5
27233.0,SULT1C4,0.946,0.07008,0.0,12506448.5,10045359.5
9046.0,DOK2,0.674,0.577,0.0,12332457.0,10373135.5
84962.0,JUB,0.924,0.00413,0.0,15776668.5,12460797.0
54627.0,KIAA1383,0.627,0.69,0.0,14466583.0,7760392.5
26574.0,AATF,0.221,0.08188,0.0,13202858.0,2002227.0
23593.0,HEBP2,0.993,0.353,0.0,11569130.5,5410499.5
23670.0,TMEM2,0.603,0.337,0.0,14326077.5,7043116.0
390261.0,OR6M1,0.966,0.202,0.0,12589992.5,11499796.5
5322.0,PLA2G5,0.02,0.103,0.0,15272935.5,6296447.5
8798.0,DYRK4,0.578,0.349,0.0,12849548.5,6039417.5
2175.0,FANCA,0.395,0.436,0.0,8544737.0,15338006.0
258.0,AMBN,0.338,0.315,0.0,13771644.5,6012418.0
219417.0,OR8U1,0.737,0.365,0.0,14482852.0,12481019.0
146779.0,EFCAB3,0.488,0.444,0.0,14025515.0,12191814.0
8848.0,TSC22D1,0.898,0.79,0.0,10940875.0,1183271.5
135114.0,HINT3,0.404,0.518,0.0,14410220.0,14513859.0
79664.0,NARG2,0.518,0.157,0.0,11974890.5,11899365.0
200172.0,SLFNL1,0.861,0.851,0.0,13753606.5,6592130.0
319089.0,TTC6,0.586,0.757,0.0,11732878.0,5211128.0
10519.0,CIB1,0.938,0.983,0.0,14603439.5,15779089.5
59286.0,UBL5,0.639,0.373,0.0,12450022.5,790564.5
29915.0,HCFC2,0.275,0.552,0.0,12515756.0,5071107.5
9953.0,HS3ST3B1,0.418,0.898,0.0,13450220.5,5749426.5
9942.0,XYLB,0.825,0.00869,0.0,12032571.5,6794784.5
3096.0,HIVEP1,0.506,0.118,0.0,9614076.5,15892668.5
431704.0,RGS21,0.301,0.457,0.0,12972080.5,12597319.0
8824.0,CES2,0.98,0.705,0.0,15016419.0,11041361.0
84127.0,RUNDC2A,0.13,0.519,0.0,12912675.5,5337118.0
8214.0,DGCR6,0.114,0.725,0.0,11885646.5,2628027.0
122665.0,RNASE8,0.215,0.103,0.0,13844893.0,15148451.0
89848.0,FCHSD1,0.02212,0.617,0.0,14421131.5,5108352.0
116447.0,TOP1MT,0.806,0.239,0.0,9897225.5,10394890.0
6493.0,SIM2,0.722,0.37,0.0,9239419.5,10122343.5
445347.0,TARP,0.884,0.436,0.0,13555296.5,4382169.0
146861.0,AMAC1,0.187,0.83,0.0,14137608.0,6622326.5
4958.0,OMD,0.06894,0.328,0.0,13322825.0,3023219.5
51631.0,LUC7L2,0.961,0.346,0.0,9730424.0,414045.0
10970.0,CKAP4,0.415,0.02759,0.0,10540654.5,3519501.5
131450.0,CD200R1,0.129,0.42,0.0,15302150.5,3321672.5
344905.0,ATP13A5,0.598,0.000396,0.0,14371067.5,9304103.0
55260.0,TMEM143,0.641,0.08887,0.0,13958202.5,10134604.0
346653.0,FAM71F2,0.72,0.258,0.0,13270877.5,6543916.0
79012.0,CAMKV,0.816,0.547,0.0,14161990.5,6663241.5
112950.0,MED8,0.646,0.474,0.0,12564967.0,5181270.5
25864.0,ABHD14A,0.582,0.957,0.0,6731132.5,4372863.0
219453.0,OR8K5,0.56,0.313,0.0,14509569.5,10328958.0
93659.0,CGB5,0.562,0.626,0.0,11546832.5,4552288.5
9851.0,KIAA0753,0.447,0.998,0.0,14380005.0,4562757.0
288.0,ANK3,0.55,0.204,0.0,10468551.5,8119262.5
2395.0,FXN,0.736,0.864,0.0,11376620.0,8336553.5
3021.0,H3F3B,0.678,0.388,0.0,8356503.5,1692306.0
219493.0,OR5AR1,0.119,0.577,0.0,13976241.5,6733065.0
3340.0,NDST1,0.8,0.403,0.0,11858024.5,2984143.5
8790.0,FPGT,0.906,0.995,0.0,13763504.5,12705097.5
65244.0,SPATS2,0.992,0.336,0.0,10285918.0,11244207.0
9318.0,COPS2,0.539,0.436,0.0,15144900.5,4667780.0
440387.0,CTRB2,0.495,0.441,0.0,8984736.0,2617704.5
9833.0,MELK,0.975,0.672,0.0,10114360.5,11400799.5
54033.0,RBM11,0.689,0.566,0.0,13953900.0,9751664.0
8894.0,EIF2S2,0.339,0.566,0.0,11172576.0,4063779.0
8209.0,C21orf33,0.127,0.01416,0.0,13508648.5,2009770.0
387.0,RHOA,0.908,0.696,0.0,6883074.5,3444462.0
100131137.0,BSPH1,0.168,0.769,0.0,13844732.0,13233531.0
57644.0,MYH7B,0.302,0.882,0.0,14639597.5,11020091.0
114960.0,TSGA13,0.418,0.303,0.0,13202373.0,8916463.0
126393.0,HSPB6,0.789,0.02254,0.0,13113505.5,2529722.0
257194.0,NEGR1,0.978,0.828,0.0,12945370.5,4344170.5
84317.0,CCDC115,0.00787,0.04852,0.0,11036385.0,15012491.5
91522.0,COL23A1,0.476,0.773,0.0,14196311.0,12187888.0
115273.0,RAB42,0.125,0.824,0.0,15118463.0,8450336.5
79755.0,ZNF750,0.701,0.819,0.0,13823192.5,10795054.0
245913.0,DEFB110,0.876,0.425,0.0,13664507.0,5876964.5
51397.0,COMMD10,0.946,0.686,0.0,13532583.0,8880857.0
440279.0,UNC13C,0.423,0.366,0.0,14057019.0,8367897.0
146540.0,ZNF785,0.277,0.267,0.0,12348787.0,11134317.5
8864.0,PER2,0.594,0.49,0.0,12558592.0,4281053.0
9708.0,PCDHGA8,0.102,0.648,0.0,11055765.5,9271006.0
4257.0,MGST1,0.408,0.296,0.0,14369546.5,3252487.0
10135.0,NAMPT,0.934,0.953,0.0,9463077.0,3108176.5
10320.0,IKZF1,0.194,0.04564,0.0,13268254.5,15260637.0
1235.0,CCR6,0.543,0.505,0.0,12299524.5,13017937.5
57128.0,LYRM4,0.892,0.85,0.0,13873887.5,2088164.0
133482.0,SLCO6A1,0.0101,0.413,0.0,14342444.5,8390860.5
11213.0,IRAK3,0.666,0.55,0.0,14554842.0,5196708.0
340419.0,RSPO2,0.666,0.381,0.0,13974041.5,7205299.5
55628.0,ZNF407,0.486,0.722,0.0,14493231.0,2111297.0
391114.0,OR6K3,0.908,0.967,0.0,13036905.0,7501148.5
5830.0,PEX5,0.994,0.789,0.0,14630601.0,3077348.0
55352.0,C17orf79,0.912,0.09706,0.0,10460938.5,9288754.5
6361.0,CCL17,0.558,0.482,0.0,11805804.0,14951760.0
145946.0,SPATA8,0.643,0.601,0.0,13551286.0,12329866.0
127534.0,GJB4,0.03465,0.33,0.0,13765262.5,1982084.5
26686.0,OR4E2,0.738,0.339,0.0,13834361.0,10229644.5
132001.0,C3orf31,0.429,0.542,0.0,12148715.5,6784441.5
6013.0,RLN1,0.299,0.872,0.0,12172668.5,9123868.0
5900.0,RALGDS,0.916,0.936,0.0,8515827.5,8159906.0
10219.0,KLRG1,0.612,0.247,0.0,10716519.5,7008855.5
64073.0,C19orf33,0.602,0.676,0.0,13537596.5,15434346.5
8912.0,CACNA1H,0.537,0.78,0.0,10025122.0,6649918.0
3101.0,HK3,0.696,0.78,0.0,13043177.5,7013778.5
23761.0,PISD,0.652,0.807,0.0,14063595.0,5822462.5
8697.0,CDC23,0.501,0.865,0.0,13334757.5,2861953.5
3587.0,IL10RA,0.333,0.615,0.0,14500431.0,14074857.5
80895.0,ILKAP,0.394,0.242,0.0,13902358.5,4536651.0
337977.0,KRTAP21-1,0.222,0.657,0.0,13256909.0,5078049.0
81442.0,OR6N2,0.862,0.402,0.0,12844417.5,8307322.0
29081.0,METTL5,0.438,0.183,0.0,14456909.0,9767021.0
286097.0,EFHA2,0.75,0.883,0.0,13978589.5,10827902.5
11173.0,ADAMTS7,0.26,0.459,0.0,14421862.0,14111212.0
54460.0,MRPS21,0.242,0.296,0.0,12388838.5,2719401.0
6323.0,SCN1A,0.249,0.335,0.0,13047844.0,14376086.5
3627.0,CXCL10,0.05174,0.385,0.0,13568140.5,7924461.5
170575.0,GIMAP1,0.145,0.07016,0.0,13705205.5,10460223.0
57649.0,PHF12,0.954,0.43,0.0,13758304.0,8833547.5
138307.0,LCN8,0.641,0.293,0.0,12726027.0,9814490.0
1195.0,CLK1,0.02052,0.807,0.0,14434960.5,1975306.0
391196.0,OR2M7,0.251,0.366,0.0,14060332.5,8701071.5
6440.0,SFTPC,0.184,0.583,0.0,14099499.0,6349253.5
339829.0,CCDC39,0.245,0.218,0.0,13308617.5,8361097.0
403284.0,OR6C68,0.615,0.182,0.0,13558591.5,8505785.5
4621.0,MYH3,0.17,0.988,0.0,13547707.5,11092919.5
375449.0,MAST4,0.948,0.468,0.0,10742205.0,433315.0
3059.0,HCLS1,0.927,0.698,0.0,11746269.5,5605042.0
339201.0,C17orf65,0.439,0.496,0.0,14451969.0,9725637.5
79770.0,TXNDC15,0.185,0.152,0.0,9750053.0,6785203.5
219477.0,OR8J1,0.692,0.392,0.0,13824857.0,6636306.0
285382.0,C3orf70,0.177,0.08173,0.0,14419871.5,15259320.0
2828.0,GPR4,0.01061,0.642,0.0,11993078.5,15790454.0
56884.0,FSTL5,0.8,0.212,0.0,13692278.0,15574754.5
593.0,BCKDHA,0.622,0.743,0.0,14406846.5,14112320.5
4001.0,LMNB1,0.396,0.79,0.0,8517486.5,13000000.0
6036.0,RNASE2,0.0886,0.622,0.0,13573720.0,13226067.5
55620.0,STAP2,0.774,0.814,0.0,13816029.5,13836930.5
150248.0,C22orf15,0.219,0.05658,0.0,14795478.0,8284550.0
4881.0,NPR1,0.209,0.809,0.0,12237637.0,13191841.0
65062.0,ALS2CR4,0.713,0.585,0.0,11302200.5,7265271.0
374872.0,C19orf35,0.665,0.755,0.0,12487787.0,13763104.5
10328.0,COX4NB,0.514,0.231,0.0,11891885.5,2241748.5
4294.0,MAP3K10,0.102,0.176,0.0,9930762.0,8279006.5
84125.0,LRRIQ1,0.487,0.206,0.0,13588751.5,10180681.5
493861.0,EID3,0.08123,0.915,0.0,12719609.0,11185801.0
200316.0,APOBEC3F,0.898,0.193,0.0,11983967.5,12193242.0
29933.0,GPR132,0.523,0.928,0.0,12959233.0,7921209.5
116844.0,LRG1,0.507,0.746,0.0,12904207.0,8834026.0
94009.0,SERHL,0.01564,0.896,0.0,13361246.0,10567540.5
6920.0,TCEA3,0.367,0.248,0.0,14520703.0,14888762.5
3607.0,FOXK2,0.549,0.663,0.0,13368195.0,1590597.0
64783.0,RBM15,0.929,0.392,0.0,8195350.5,441477.5
8490.0,RGS5,0.447,0.727,0.0,14023037.0,4368746.5
951.0,CD37,0.453,0.513,0.0,13014182.5,13009160.5
79544.0,OR4K1,0.697,0.03985,0.0,14225996.5,11983652.5
83591.0,THAP2,0.524,0.196,0.0,12491048.0,15696123.5
339390.0,CLEC4G,0.698,0.734,0.0,11682537.5,3066073.5
9435.0,CHST2,0.02476,0.836,0.0,11644533.0,12589824.5
85462.0,FHDC1,0.416,0.849,0.0,12788882.5,9263679.5
204801.0,NLRP11,0.246,0.01434,0.0,14205125.0,14442046.5
7001.0,PRDX2,0.01465,0.25,0.0,14833637.0,13786375.0
6400.0,SEL1L,0.64,0.257,0.0,6591908.5,4339980.5
57591.0,MKL1,0.87,0.132,0.0,12871983.5,7109016.5
2004.0,ELK3,0.31,0.407,0.0,11138199.5,13591469.5
6727.0,SRP14,1.0,0.04357,0.0,11243691.0,1230787.0
143903.0,LAYN,0.762,0.364,0.0,11635405.0,9497668.0
285242.0,HTR3E,0.325,0.01555,0.0,11988641.5,9029368.0
6656.0,SOX1,0.388,0.348,0.0,14707524.0,15597859.5
3250.0,HPR,0.376,0.917,0.0,13975006.0,11920346.5
285237.0,C3orf38,0.807,0.76,0.0,12279756.0,9561980.5
388591.0,RNF207,0.847,0.726,0.0,11428307.0,1559011.5
6878.0,TAF6,0.826,0.07386,0.0,12416277.5,12124618.0
284186.0,TMEM105,0.721,0.759,0.0,13900791.0,12733936.0
134860.0,TAAR9,0.853,0.49,0.0,14785448.0,11679293.0
5782.0,PTPN12,0.358,0.53,0.0,11907271.5,1095839.0
64087.0,MCCC2,0.882,0.384,0.0,10944639.5,13331427.5
54209.0,TREM2,0.243,0.922,0.0,14153628.0,9924713.0
10998.0,SLC27A5,0.317,0.211,0.0,8601443.0,9525246.5
79949.0,C10orf81,0.17,0.789,0.0,14307044.5,9437999.0
9101.0,USP8,0.605,0.902,0.0,9028235.0,5201974.5
5279.0,PIGC,0.543,0.513,0.0,13878664.0,13412257.0
214.0,ALCAM,0.424,0.847,0.0,12213200.0,4453873.0
171389.0,NLRP6,0.369,0.222,0.0,12302551.5,8441082.5
26659.0,OR7A5,0.206,0.186,0.0,14816671.0,3891271.5
283297.0,OR10A4,0.289,0.0402,0.0,14838433.5,8640106.0
8065.0,CUL5,0.752,0.03102,0.0,9060845.0,11796002.0
84893.0,FBXO18,0.901,0.825,0.0,9934325.0,12555279.5
7381.0,UQCRB,0.437,0.96,0.0,7651005.5,5232259.5
51705.0,EMCN,0.765,0.201,0.0,11453098.0,11034897.0
221395.0,GPR116,0.575,0.05169,0.0,14979168.5,1922220.0
10588.0,MTHFS,0.96,0.517,0.0,12304442.0,7487581.5
5914.0,RARA,0.01691,0.917,0.0,12861790.5,7174384.0
5774.0,PTPN3,0.05302,0.212,0.0,12429951.5,13403442.5
201931.0,TMEM192,0.595,0.828,0.0,12572062.0,9139102.0
5016.0,OVGP1,0.652,0.972,0.0,12867428.0,13344425.5
388341.0,C17orf76,0.937,0.32,0.0,14986214.5,12826992.5
146310.0,RNF151,0.977,0.558,0.0,13316525.0,7983101.0
23438.0,HARS2,0.01503,0.445,0.0,7314059.0,1919083.0
54973.0,CPSF3L,0.151,0.996,0.0,11781106.5,339249.5
619279.0,ZNF704,0.997,0.384,0.0,14434037.5,10554404.0
604.0,BCL6,0.926,0.72,0.0,9904807.0,11421766.0
5496.0,PPM1G,0.918,0.811,0.0,12665595.5,5866575.0
2862.0,MLNR,0.961,0.316,0.0,10292527.5,7139580.0
114770.0,PGLYRP2,0.3,0.402,0.0,14517527.5,5925910.0
26279.0,PLA2G2D,0.02928,0.11,0.0,11875788.5,3745572.0
79626.0,TNFAIP8L2,0.153,0.263,0.0,13048370.0,12576215.5
284266.0,SIGLEC15,0.57,0.08681,0.0,12882586.0,3792378.5
257218.0,SHPRH,0.07966,0.00267,0.0,15190446.5,3458824.5
27071.0,DAPP1,0.284,0.161,0.0,13818218.5,6396099.0
51444.0,RNF138,0.244,0.817,0.0,12074765.0,1275435.5
1745.0,DLX1,0.982,0.975,0.0,13545087.0,12406318.0
51027.0,BOLA1,0.839,0.844,0.0,14440807.0,12595296.0
56265.0,CPXM1,0.665,0.0082,0.0,12684262.5,6760566.5
27000.0,DNAJC2,0.478,0.249,0.0,13814786.0,3432586.5
11153.0,FICD,0.23,0.06356,0.0,7821783.5,12248145.0
387332.0,TBPL2,0.676,0.342,0.0,12469182.0,7855105.0
9885.0,OSBPL2,0.864,0.689,0.0,10327725.5,7106014.5
94120.0,SYTL3,0.462,0.89,0.0,9017440.0,2829250.5
6810.0,STX4,0.976,0.688,0.0,8642287.0,5008082.5
9648.0,GCC2,0.788,0.295,0.0,13017240.0,14532007.5
113878.0,DTX2,0.271,0.101,0.0,11545981.0,8902502.0
80775.0,TMEM177,0.674,0.06378,0.0,14889742.5,11598793.0
11012.0,KLK11,0.34,0.566,0.0,12248241.0,12874508.0
54.0,ACP5,0.659,0.64,0.0,13125150.0,12010301.0
6688.0,SPI1,0.54,0.578,0.0,14404431.0,14367120.5
113835.0,ZNF257,0.2,0.423,0.0,14818719.0,8554191.0
10648.0,SCGB1D1,0.811,0.577,0.0,13552417.0,8072043.5
120066.0,OR5P3,0.942,0.614,0.0,11462644.5,10226635.5
64805.0,P2RY12,0.131,0.07387,0.0,12275365.0,8128200.0
10605.0,PAIP1,0.972,0.551,0.0,6849717.0,576112.0
404734.0,ANKHD1-EIF4EBP3,0.09305,0.35,0.0,14208463.5,13171848.0
83723.0,FAM57B,0.803,0.786,0.0,12539007.5,10903642.5
137868.0,SGCZ,0.476,0.302,0.0,14503215.5,11974090.0
64135.0,IFIH1,0.738,0.4,0.0,13886681.0,7505962.5
64900.0,LPIN3,0.71,0.635,0.0,12840336.0,14721722.5
346.0,APOC4,0.00126,0.01339,0.0,14162071.5,10722362.5
9564.0,BCAR1,0.122,0.297,0.0,13968493.5,6290787.0
57463.0,AMIGO1,0.158,0.123,0.0,14293645.5,9014484.5
10568.0,SLC34A2,0.15,0.433,0.0,12115318.5,3736709.0
219479.0,OR5R1,0.615,0.356,0.0,14094710.0,8466568.0
342908.0,ZNF404,0.765,0.383,0.0,9002850.0,7872216.0
91050.0,CCDC149,0.135,0.744,0.0,11800496.0,11235916.5
57633.0,LRRN1,0.257,0.326,0.0,12937773.5,4598715.5
8365.0,HIST1H4H,0.39,0.562,0.0,12936786.0,8502924.5
257144.0,GCET2,0.22,0.421,0.0,13525559.5,14511026.5
100507436.0,MICA,0.358,0.289,0.0,12972271.0,9954691.5
666.0,BOK,0.06927,0.114,0.0,10646626.5,1766633.0
392138.0,OR2A25,0.335,0.818,0.0,13035638.0,9768205.5
23250.0,ATP11A,0.367,0.691,0.0,6493659.0,9638139.0
27288.0,RBMXL2,0.552,0.368,0.0,12836364.5,8267703.5
643803.0,KRTAP24-1,0.973,0.143,0.0,12360630.0,6132141.0
59344.0,ALOXE3,0.641,0.886,0.0,10314231.0,1777620.5
255488.0,RNF144B,0.899,0.457,0.0,12326123.0,11343398.0
7098.0,TLR3,0.42,0.906,0.0,12544316.5,13352882.5
8837.0,CFLAR,0.84,0.937,0.0,15022330.5,4387543.0
51.0,ACOX1,0.843,0.361,0.0,10640817.5,15251742.5
1106.0,CHD2,0.315,0.283,0.0,7642996.5,548843.5
403274.0,OR5H15,0.641,0.335,0.0,14187995.5,6040712.0
153339.0,TMEM167A,0.756,0.649,0.0,10514509.5,509338.5
338596.0,ST8SIA6,0.302,0.326,0.0,13222986.5,9694169.5
23412.0,COMMD3,0.337,0.725,0.0,14052592.5,1769500.5
5778.0,PTPN7,0.905,0.388,0.0,12029236.0,13453373.0
11103.0,KRR1,0.774,0.478,0.0,14293925.0,14005325.5
285203.0,C3orf64,0.462,0.05998,0.0,12966660.0,2157451.0
574537.0,UGT2A2,0.106,0.04479,0.0,14823927.0,8728984.0
3299.0,HSF4,0.932,0.133,0.0,15109433.0,10255441.5
51175.0,TUBE1,0.752,0.258,0.0,15367257.0,4643754.0
9857.0,CEP350,0.858,0.694,0.0,11787048.0,8531665.5
6319.0,SCD,0.1076,0.897,0.0,13752382.5,6052506.0
59335.0,PRDM12,0.589,0.658,0.0,15795457.5,11929927.5
889.0,KRIT1,0.03761,0.962,0.0,8421454.0,9446982.0
5861.0,RAB1A,0.207,0.07237,0.0,10870643.0,806564.0
6706.0,SPRR2G,0.95,0.844,0.0,12637995.0,12639507.0
84872.0,ZC3H10,0.101,0.116,0.0,13117537.0,8470551.5
196792.0,FAM24B,0.968,0.08876,0.0,12452461.5,11737694.0
23558.0,WBP2,0.399,0.493,0.0,8422610.5,8127581.0
3760.0,KCNJ3,0.119,0.02514,0.0,12703715.5,4959903.0
6725.0,SRMS,0.801,0.202,0.0,12043730.5,12929272.5
51522.0,TMEM14C,0.533,0.734,0.0,14050562.5,3323705.0
90488.0,C12orf23,0.904,0.742,0.0,11337131.5,12042332.5
509.0,ATP5C1,0.02015,0.163,0.0,10409038.5,3308290.5
2559.0,GABRA6,0.649,0.06605,0.0,13688581.0,8137233.0
79913.0,ACTR5,0.539,0.568,0.0,11699317.5,9779609.0
152518.0,NFXL1,0.815,0.10292,0.0,6986520.0,5194069.5
9332.0,CD163,0.515,0.358,0.0,11225969.5,3680424.5
55647.0,RAB20,0.585,0.86,0.0,14082919.5,14422218.5
84823.0,LMNB2,0.118,0.426,0.0,12333212.5,16209257.5
10024.0,TROAP,0.886,0.278,0.0,6171871.0,12532910.0
50618.0,ITSN2,0.632,0.386,0.0,12659699.0,2021349.0
343702.0,XKR7,0.471,3.4e-05,0.0,13921935.0,13222944.0
27201.0,GPR78,0.06641,0.226,0.0,14737821.0,14336049.0
1573.0,CYP2J2,0.31,0.167,0.0,13433956.5,6136075.5
84951.0,TNS4,0.556,0.484,0.0,13072594.5,11259140.0
3769.0,KCNJ13,0.639,0.828,0.0,11273240.0,9612716.0
353143.0,LCE3B,0.504,0.71,0.0,13682508.0,7883041.5
84939.0,MUM1,0.186,0.708,0.0,11495046.5,5247061.5
1418.0,CRYGA,0.991,0.213,0.0,12670103.0,10346152.0
386617.0,KCTD8,0.546,0.825,0.0,14677692.5,9370218.0
26533.0,OR10G3,0.738,0.446,0.0,12310019.0,8344078.0
10894.0,LYVE1,0.451,0.695,0.0,12185249.5,4196388.0
5741.0,PTH,0.994,0.07542,0.0,12302562.0,13645154.0
2909.0,GRLF1,0.878,0.255,0.0,11388976.0,2171818.0
551.0,AVP,0.255,0.435,0.0,13301339.0,10101997.0
9123.0,SLC16A3,0.152,0.373,0.0,11266564.0,12952485.5
192111.0,PGAM5,0.635,0.983,0.0,11922404.0,4021952.5
