GWAS	Method	AUC
AD1	NETWAS	0.622010312888
AD1	NETWAS	0.577941974682
AD1	NETWAS	0.556707754802
AD1	NETWAS	0.672189343932
AD1	NETWAS	0.597655087283
AD1	NETWAS	0.634001890988
AD1	NETWAS	0.611592369513
AD1	NETWAS	0.683128184476
AD1	NETWAS	0.622065028978
AD1	NETWAS	0.5809973211
AD1	NETWAS	0.603301787684
AD1	NETWAS	0.609694815541
AD1	NETWAS	0.627978743894
AD1	NETWAS	0.617508273073
AD1	NETWAS	0.563617302541
AD1	NETWAS	0.613047817485
AD1	NETWAS	0.577664016949
AD1	NETWAS	0.620230945669
AD1	NETWAS	0.599581093621
AD1	NETWAS	0.657370038345
AD1	NETWAS	0.578497890148
AD1	NETWAS	0.60056817187
AD1	NETWAS	0.580018997426
AD1	NETWAS	0.666960674452
AD1	NETWAS	0.624017299039
AD1	NETWAS	0.632064941432
AD1	NETWAS	0.652073520915
AD1	NETWAS	0.583698107261
AD1	NETWAS	0.632826589393
AD1	NETWAS	0.659777546268
AD1	NETWAS	0.612684502653
AD1	NETWAS	0.611723688127
AD1	NETWAS	0.602599233099
AD1	NETWAS	0.659611209357
AD1	NETWAS	0.574216903332
AD1	NETWAS	0.583621504736
AD1	NETWAS	0.576867350691
AD1	NETWAS	0.610287937948
AD1	NETWAS	0.607786318351
AD1	NETWAS	0.527520004202
AD1	NETWAS	0.624144240366
AD1	NETWAS	0.642970952323
AD1	NETWAS	0.624398123019
AD1	NETWAS	0.511214609634
AD1	NETWAS	0.619081907797
AD1	NETWAS	0.578552606237
AD1	NETWAS	0.589460805771
AD1	NETWAS	0.611771838286
AD1	NETWAS	0.604538371299
AD1	NETWAS	0.602205277257
AD1	NETWAS	0.613036874267
AD1	NETWAS	0.599022989512
AD1	NETWAS	0.515081942815
AD1	NETWAS	0.58607278553
AD1	NETWAS	0.619353299599
AD1	NETWAS	0.618998739341
AD1	NETWAS	0.608766830669
AD1	NETWAS	0.592060914328
AD1	NETWAS	0.615976222576
AD1	NETWAS	0.618228336806
AD1	NETWAS	0.580559592387
AD1	NETWAS	0.623397912909
AD1	NETWAS	0.639427538389
AD1	NETWAS	0.602413198396
AD1	NETWAS	0.59965988479
AD1	NETWAS	0.528176597272
AD1	NETWAS	0.546016230981
AD1	NETWAS	0.636993766743
AD1	NETWAS	0.609031656541
AD1	NETWAS	0.565851907622
AD1	NETWAS	0.636989389456
AD1	NETWAS	0.607563076708
AD1	NETWAS	0.601487402168
AD1	NETWAS	0.617063978429
AD1	NETWAS	0.592787543992
AD1	NETWAS	0.574965419432
AD1	NETWAS	0.577016178453
AD1	NETWAS	0.565028977641
AD1	NETWAS	0.557147672159
AD1	NETWAS	0.611169961305
AD1	NETWAS	0.531836009315
AD1	NETWAS	0.6713839231
AD1	NETWAS	0.572573232014
AD1	NETWAS	0.594820793865
AD1	NETWAS	0.531118134225
AD1	NETWAS	0.590782746485
AD1	NETWAS	0.628648468825
AD1	NETWAS	0.550450422846
AD1	NETWAS	0.589246318702
AD1	NETWAS	0.609049165689
AD1	NETWAS	0.606453434419
AD1	NETWAS	0.607210705093
AD1	NETWAS	0.603398088001
AD1	NETWAS	0.647663404129
AD1	NETWAS	0.562899427451
AD1	NETWAS	0.625842627773
AD1	NETWAS	0.633347486562
AD1	NETWAS	0.661970567121
AD1	NETWAS	0.611955684345
AD1	NETWAS	0.563431267837
AD1	NETWAS	0.599876560503
AD1	NETWAS	0.627440337576
AD1	NETWAS	0.672198098506
AD1	NETWAS	0.664898972213
AD1	NETWAS	0.608659587134
AD1	NETWAS	0.622877015741
AD1	NETWAS	0.604960779507
AD1	NETWAS	0.573470575876
AD1	NETWAS	0.539340868104
AD1	NETWAS	0.643701959274
AD1	NETWAS	0.668884492147
AD1	NETWAS	0.560470033092
AD1	NETWAS	0.625995832823
AD1	NETWAS	0.580658081348
AD1	NETWAS	0.639996585716
AD1	NETWAS	0.584755222104
AD1	NETWAS	0.630817414599
AD1	NETWAS	0.660057692644
AD1	NETWAS	0.560316828043
AD1	NETWAS	0.567132264108
AD1	NETWAS	0.665942955194
AD1	NETWAS	0.618191129865
AD1	NETWAS	0.652657888747
AD1	NETWAS	0.611850629454
AD1	NETWAS	0.611073660988
AD1	NETWAS	0.58656960762
AD1	NETWAS	0.647405144188
AD1	NETWAS	0.577692469315
AD1	NETWAS	0.604181622398
AD1	NETWAS	0.541728678234
AD1	NETWAS	0.630712359708
AD1	NETWAS	0.700738010611
AD1	NETWAS	0.529923134838
AD1	NETWAS	0.611745574563
AD1	NETWAS	0.553411657591
AD1	NETWAS	0.612982158178
AD1	NETWAS	0.600279270919
AD1	NETWAS	0.606698562499
AD1	NETWAS	0.645113634374
AD1	NETWAS	0.609370896293
AD1	NETWAS	0.618773309054
AD1	NETWAS	0.588250485879
AD1	NETWAS	0.595711571796
AD1	NETWAS	0.575094549402
AD1	NETWAS	0.538299073766
AD1	NETWAS	0.623791868751
AD1	NETWAS	0.63953259328
AD1	NETWAS	0.55196277555
AD1	NETWAS	0.582349902824
AD1	NETWAS	0.649449337279
AD1	NETWAS	0.582343336894
AD1	NETWAS	0.588653196295
AD1	NETWAS	0.655365240838
AD1	NETWAS	0.610889814928
AD1	NETWAS	0.589780347732
AD1	NETWAS	0.542102936284
AD1	NETWAS	0.65534773169
AD1	NETWAS	0.525429849596
AD1	NETWAS	0.659930751318
AD1	NETWAS	0.589872270761
AD1	NETWAS	0.588959606394
AD1	NETWAS	0.593503230438
AD1	NETWAS	0.617571743736
AD1	NETWAS	0.545626652426
AD1	NETWAS	0.564484005393
AD1	NETWAS	0.617044280637
AD1	NETWAS	0.596956909985
AD1	NETWAS	0.583069966558
AD1	NETWAS	0.631222313659
AD1	NETWAS	0.626448882041
AD1	NETWAS	0.558808852625
AD1	NETWAS	0.616853868646
AD1	NETWAS	0.583361056152
AD1	NETWAS	0.574059320995
AD1	NETWAS	0.617357256667
AD1	NETWAS	0.526672999142
AD1	NETWAS	0.607604660935
AD1	NETWAS	0.545197678287
AD1	NETWAS	0.640252657013
AD1	NETWAS	0.63070141649
AD1	NETWAS	0.612089191603
AD1	NETWAS	0.584790240401
AD1	Permuted-NETWAS	0.263952602735
AD1	Permuted-NETWAS	0.347797349115
AD1	Permuted-NETWAS	0.463767005761
AD1	Permuted-NETWAS	0.464854761613
AD1	Permuted-NETWAS	0.450123001768
AD1	Permuted-NETWAS	0.375008754574
AD1	Permuted-NETWAS	0.690324444522
AD1	Permuted-NETWAS	0.479593087388
AD1	Permuted-NETWAS	0.365652303328
AD1	Permuted-NETWAS	0.444522262882
AD1	Permuted-NETWAS	0.414336490816
AD1	Permuted-NETWAS	0.668737853028
AD1	Permuted-NETWAS	0.412953268083
AD1	Permuted-NETWAS	0.368110150053
AD1	Permuted-NETWAS	0.349283438096
AD1	Permuted-NETWAS	0.47898683312
AD1	Permuted-NETWAS	0.544703044841
AD1	Permuted-NETWAS	0.497544341919
AD1	Permuted-NETWAS	0.641147812232
AD1	Permuted-NETWAS	0.394192215433
AD1	Permuted-NETWAS	0.325694237739
AD1	Permuted-NETWAS	0.356683241994
AD1	Permuted-NETWAS	0.399344282388
AD1	Permuted-NETWAS	0.394457041304
AD1	Permuted-NETWAS	0.49893194194
AD1	Permuted-NETWAS	0.612710766375
AD1	Permuted-NETWAS	0.418157862483
AD1	Permuted-NETWAS	0.455023374713
AD1	Permuted-NETWAS	0.481324304449
AD1	Permuted-NETWAS	0.331489765903
AD1	Permuted-NETWAS	0.397672158703
AD1	Permuted-NETWAS	0.566996568207
AD1	Permuted-NETWAS	0.56999938718
AD1	Permuted-NETWAS	0.419700856197
AD1	Permuted-NETWAS	0.479505541646
AD1	Permuted-NETWAS	0.516611804668
AD1	Permuted-NETWAS	0.248485458652
AD1	Permuted-NETWAS	0.449335090085
AD1	Permuted-NETWAS	0.473913557334
AD1	Permuted-NETWAS	0.361397580236
AD1	Permuted-NETWAS	0.455465480714
AD1	Permuted-NETWAS	0.50958625882
AD1	Permuted-NETWAS	0.555735997058
AD1	Permuted-NETWAS	0.491133804913
AD1	Permuted-NETWAS	0.387297988199
AD1	Permuted-NETWAS	0.461873829076
AD1	Permuted-NETWAS	0.583417960885
AD1	Permuted-NETWAS	0.47745259398
AD1	Permuted-NETWAS	0.582308318596
AD1	Permuted-NETWAS	0.341511564793
AD1	Permuted-NETWAS	0.569110797892
AD1	Permuted-NETWAS	0.443605221228
AD1	Permuted-NETWAS	0.554711711869
AD1	Permuted-NETWAS	0.342358569853
AD1	Permuted-NETWAS	0.365672001121
AD1	Permuted-NETWAS	0.497329854849
AD1	Permuted-NETWAS	0.546156304169
AD1	Permuted-NETWAS	0.379523926251
AD1	Permuted-NETWAS	0.335637245461
AD1	Permuted-NETWAS	0.524567524031
AD1	Permuted-NETWAS	0.475150140949
AD1	Permuted-NETWAS	0.562752788332
AD1	Permuted-NETWAS	0.482517115193
AD1	Permuted-NETWAS	0.484716701977
AD1	Permuted-NETWAS	0.49226752228
AD1	Permuted-NETWAS	0.431309421673
AD1	Permuted-NETWAS	0.546766935724
AD1	Permuted-NETWAS	0.398484145466
AD1	Permuted-NETWAS	0.348740654492
AD1	Permuted-NETWAS	0.411504386042
AD1	Permuted-NETWAS	0.34069957803
AD1	Permuted-NETWAS	0.655365240838
AD1	Permuted-NETWAS	0.42674172255
AD1	Permuted-NETWAS	0.560104529617
AD1	Permuted-NETWAS	0.454093201198
AD1	Permuted-NETWAS	0.579789189852
AD1	Permuted-NETWAS	0.380475986203
AD1	Permuted-NETWAS	0.568745294416
AD1	Permuted-NETWAS	0.59552334845
AD1	Permuted-NETWAS	0.414888028995
AD1	Permuted-NETWAS	0.360760684958
AD1	Permuted-NETWAS	0.342260080892
AD1	Permuted-NETWAS	0.383962495404
AD1	Permuted-NETWAS	0.463999001979
AD1	Permuted-NETWAS	0.601397667781
AD1	Permuted-NETWAS	0.505200217113
AD1	Permuted-NETWAS	0.4646380859
AD1	Permuted-NETWAS	0.453530719801
AD1	Permuted-NETWAS	0.343398175547
AD1	Permuted-NETWAS	0.536180466794
AD1	Permuted-NETWAS	0.454047239683
AD1	Permuted-NETWAS	0.514331238072
AD1	Permuted-NETWAS	0.454633796158
AD1	Permuted-NETWAS	0.432016353545
AD1	Permuted-NETWAS	0.49551984662
AD1	Permuted-NETWAS	0.607790695638
AD1	Permuted-NETWAS	0.456052037189
AD1	Permuted-NETWAS	0.495799992996
AD1	Permuted-NETWAS	0.467886032952
AD1	Permuted-NETWAS	0.42148241206
AD1	Permuted-NETWAS	0.487329942395
AD1	Permuted-NETWAS	0.416851242274
AD1	Permuted-NETWAS	0.409363892634
AD1	Permuted-NETWAS	0.471197450668
AD1	Permuted-NETWAS	0.521934585821
AD1	Permuted-NETWAS	0.487761105177
AD1	Permuted-NETWAS	0.49746555075
AD1	Permuted-NETWAS	0.463885192513
AD1	Permuted-NETWAS	0.399970234447
AD1	Permuted-NETWAS	0.452913522315
AD1	Permuted-NETWAS	0.453044840929
AD1	Permuted-NETWAS	0.362038852801
AD1	Permuted-NETWAS	0.405209847145
AD1	Permuted-NETWAS	0.56699875685
AD1	Permuted-NETWAS	0.492057412498
AD1	Permuted-NETWAS	0.285438516625
AD1	Permuted-NETWAS	0.557815208446
AD1	Permuted-NETWAS	0.560113284191
AD1	Permuted-NETWAS	0.403397650272
AD1	Permuted-NETWAS	0.405643198571
AD1	Permuted-NETWAS	0.437588640064
AD1	Permuted-NETWAS	0.325162397353
AD1	Permuted-NETWAS	0.363187890673
AD1	Permuted-NETWAS	0.463176071998
AD1	Permuted-NETWAS	0.595030903647
AD1	Permuted-NETWAS	0.552407070194
AD1	Permuted-NETWAS	0.516629313816
AD1	Permuted-NETWAS	0.571358534834
AD1	Permuted-NETWAS	0.591262059426
AD1	Permuted-NETWAS	0.404165864164
AD1	Permuted-NETWAS	0.544446973544
AD1	Permuted-NETWAS	0.419479803197
AD1	Permuted-NETWAS	0.495719013184
AD1	Permuted-NETWAS	0.348887293611
AD1	Permuted-NETWAS	0.515843590776
AD1	Permuted-NETWAS	0.410944093289
AD1	Permuted-NETWAS	0.527467476757
AD1	Permuted-NETWAS	0.463651007651
AD1	Permuted-NETWAS	0.36238246984
AD1	Permuted-NETWAS	0.405614746205
AD1	Permuted-NETWAS	0.399234850209
AD1	Permuted-NETWAS	0.437315059619
AD1	Permuted-NETWAS	0.415268852976
AD1	Permuted-NETWAS	0.334711449232
AD1	Permuted-NETWAS	0.414636334985
AD1	Permuted-NETWAS	0.546753803863
AD1	Permuted-NETWAS	0.37240426873
AD1	Permuted-NETWAS	0.614111498258
AD1	Permuted-NETWAS	0.359659797244
AD1	Permuted-NETWAS	0.318662125961
AD1	Permuted-NETWAS	0.404275296342
AD1	Permuted-NETWAS	0.287320750092
AD1	Permuted-NETWAS	0.471284996411
AD1	Permuted-NETWAS	0.564945809185
AD1	Permuted-NETWAS	0.409398910931
AD1	Permuted-NETWAS	0.515274543449
AD1	Permuted-NETWAS	0.497452418889
AD1	Permuted-NETWAS	0.492510461716
AD1	Permuted-NETWAS	0.444049515872
AD1	Permuted-NETWAS	0.384387092256
AD1	Permuted-NETWAS	0.344063523191
AD1	Permuted-NETWAS	0.48652889885
AD1	Permuted-NETWAS	0.531275716562
AD1	Permuted-NETWAS	0.450120813125
AD1	Permuted-NETWAS	0.504740601965
AD1	Permuted-NETWAS	0.407402867999
AD1	Permuted-NETWAS	0.492129637736
AD1	Permuted-NETWAS	0.472059776233
AD1	Permuted-NETWAS	0.48083404829
AD1	Permuted-NETWAS	0.492565177805
AD1	Permuted-NETWAS	0.623327876315
AD1	Permuted-NETWAS	0.3824501427
AD1	Permuted-NETWAS	0.435778631835
AD1	Permuted-NETWAS	0.38032059251
AD1	Permuted-NETWAS	0.432230840614
AD1	Permuted-NETWAS	0.394726244463
AD1	Permuted-NETWAS	0.624384991158
AD1	Permuted-NETWAS	0.28132386672
AD1	Permuted-NETWAS	0.683399576279
AD1	Permuted-NETWAS	0.538480731182
AD1	Permuted-NETWAS	0.341715108644
AD1	Permuted-NETWAS	0.324416069897
AD1	Permuted-NETWAS	0.317169471049
AD1	Permuted-NETWAS	0.480715861538
AD1	Permuted-NETWAS	0.482679074817
AD1	Permuted-NETWAS	0.619226358272
AD1	Permuted-NETWAS	0.448658799223
AD1	Permuted-NETWAS	0.354787876666
AD1	Permuted-NETWAS	0.610331710819
AD1	Permuted-NETWAS	0.459232136291
AD1	Permuted-NETWAS	0.504149668202
AD1	Permuted-NETWAS	0.494110360163
AD1	Permuted-NETWAS	0.390795440618
AD1	Permuted-NETWAS	0.479656558052
AD1	Permuted-NETWAS	0.525922294399
AD1	Permuted-NETWAS	0.481217060914
AD1	Permuted-NETWAS	0.51108985695
AD1	Permuted-NETWAS	0.406113756938
AD1	Permuted-NETWAS	0.316797401642
AD1	Permuted-NETWAS	0.49990151104
AD1	Permuted-NETWAS	0.279382539877
AD1	Permuted-NETWAS	0.52342505209
AD1	Permuted-NETWAS	0.266800028015
AD1	Permuted-NETWAS	0.454787001208
AD1	Permuted-NETWAS	0.463524066325
AD1	Permuted-NETWAS	0.509015022849
AD1	Permuted-NETWAS	0.368241468667
AD1	Permuted-NETWAS	0.297049270744
AD1	Permuted-NETWAS	0.417553796859
AD1	Permuted-NETWAS	0.534959203684
AD1	Permuted-NETWAS	0.615424684398
AD1	Permuted-NETWAS	0.373115577889
AD1	Permuted-NETWAS	0.300003939558
AD1	Permuted-NETWAS	0.375420219565
AD1	Permuted-NETWAS	0.45775261324
AD1	Permuted-NETWAS	0.455465480714
AD1	Permuted-NETWAS	0.408569415019
AD1	Permuted-NETWAS	0.411760457339
AD1	Permuted-NETWAS	0.274444959992
AD1	Permuted-NETWAS	0.373253462434
AD1	Permuted-NETWAS	0.373581758969
AD1	Permuted-NETWAS	0.354711274141
AD1	Permuted-NETWAS	0.440085882374
AD1	Permuted-NETWAS	0.344015373032
AD1	Permuted-NETWAS	0.320283910843
AD1	Permuted-NETWAS	0.453633586049
AD1	Permuted-NETWAS	0.462911246126
AD1	Permuted-NETWAS	0.370528601194
AD1	Permuted-NETWAS	0.422117118695
AD1	Permuted-NETWAS	0.496780505314
AD1	Permuted-NETWAS	0.507927266997
AD1	Permuted-NETWAS	0.441501934761
AD1	Permuted-NETWAS	0.382594593175
AD1	Permuted-NETWAS	0.417011013254
AD1	Permuted-NETWAS	0.400797541716
AD1	Permuted-NETWAS	0.455719363367
AD1	Permuted-NETWAS	0.552674084709
AD1	Permuted-NETWAS	0.441388125295
AD1	Permuted-NETWAS	0.415214136887
AD1	Permuted-NETWAS	0.424922959746
AD1	Permuted-NETWAS	0.294514821494
AD1	Permuted-NETWAS	0.361299091275
AD1	Permuted-NETWAS	0.444699543011
AD1	Permuted-NETWAS	0.448439934866
AD1	Permuted-NETWAS	0.514534781924
AD1	Permuted-NETWAS	0.497159140651
AD1	Permuted-NETWAS	0.458498940697
AD1	Permuted-NETWAS	0.441156129077
AD1	Permuted-NETWAS	0.631826379283
AD1	Permuted-NETWAS	0.460422758391
AD1	Permuted-NETWAS	0.453283403078
AD1	Permuted-NETWAS	0.445690998547
AD1	Permuted-NETWAS	0.443239717753
AD1	Permuted-NETWAS	0.536681666171
AD1	Permuted-NETWAS	0.556254705584
AD1	Permuted-NETWAS	0.356495018647
AD1	Permuted-NETWAS	0.536629138725
AD1	Permuted-NETWAS	0.419893456831
AD1	Permuted-NETWAS	0.343496664507
AD1	Permuted-NETWAS	0.536504386042
AD1	Permuted-NETWAS	0.447501006776
AD1	Permuted-NETWAS	0.403294784025
AD1	Permuted-NETWAS	0.485730043948
AD1	Permuted-NETWAS	0.487544429464
AD1	Permuted-NETWAS	0.545600388703
AD1	Permuted-NETWAS	0.344102918775
AD1	Permuted-NETWAS	0.400175966943
AD1	Permuted-NETWAS	0.480402885508
AD1	Permuted-NETWAS	0.448015338014
AD1	Permuted-NETWAS	0.496692959571
AD1	Permuted-NETWAS	0.517719258312
AD1	Permuted-NETWAS	0.42627554147
AD1	Permuted-NETWAS	0.368624481291
AD1	Permuted-NETWAS	0.443541750565
AD1	Permuted-NETWAS	0.332106963388
AD1	Permuted-NETWAS	0.464145641097
AD1	Permuted-NETWAS	0.516235357975
AD1	Permuted-NETWAS	0.430272004622
AD1	Permuted-NETWAS	0.412456445993
AD1	Permuted-NETWAS	0.511116120673
AD1	Permuted-NETWAS	0.528879151857
AD1	Permuted-NETWAS	0.444592299476
AD1	Permuted-NETWAS	0.479906063418
AD1	Permuted-NETWAS	0.350837375028
AD1	Permuted-NETWAS	0.386814297971
AD1	Permuted-NETWAS	0.289198606272
AD1	Permuted-NETWAS	0.550999772381
AD1	Permuted-NETWAS	0.285666135556
AD1	Permuted-NETWAS	0.515057867736
AD1	Permuted-NETWAS	0.544112111078
AD1	Permuted-NETWAS	0.533079158861
AD1	Permuted-NETWAS	0.477791833733
AD1	Permuted-NETWAS	0.434266279131
AD1	Permuted-NETWAS	0.424213839231
AD1	Permuted-NETWAS	0.25554164551
AD1	Permuted-NETWAS	0.412344825171
AD1	Permuted-NETWAS	0.289914292718
AD1	Permuted-NETWAS	0.374577591792
AD1	Permuted-NETWAS	0.522875702555
AD1	Permuted-NETWAS	0.40691917777
AD1	Permuted-NETWAS	0.612763293821
AD1	Permuted-NETWAS	0.547187155289
AD1	Permuted-NETWAS	0.367306917865
AD1	Permuted-NETWAS	0.512490588833
AD1	Permuted-NETWAS	0.328261516642
AD1	Permuted-NETWAS	0.423469700418
AD1	Permuted-NETWAS	0.405183583422
AD1	Permuted-NETWAS	0.395065484216
AD1	Permuted-NETWAS	0.403675608005
AD1	Permuted-NETWAS	0.440637420552
AD1	Permuted-NETWAS	0.585869241679
AD1	Permuted-NETWAS	0.404616724739
AD1	Permuted-NETWAS	0.42542197048
AD1	Permuted-NETWAS	0.434292542854
AD1	Permuted-NETWAS	0.543963283316
AD1	Permuted-NETWAS	0.49896914888
AD1	Permuted-NETWAS	0.455327596169
AD1	Permuted-NETWAS	0.555694412831
AD1	Permuted-NETWAS	0.405862062928
AD1	Permuted-NETWAS	0.43012317686
AD1	Permuted-NETWAS	0.410935338714
AD1	Permuted-NETWAS	0.522160016108
AD1	Permuted-NETWAS	0.447214294469
AD1	Permuted-NETWAS	0.333365433439
AD1	Permuted-NETWAS	0.458030570973
AD1	Permuted-NETWAS	0.32460867053
AD1	Permuted-NETWAS	0.351776303118
AD1	Permuted-NETWAS	0.49721385674
AD1	Permuted-NETWAS	0.298003519339
AD1	Permuted-NETWAS	0.476859471574
AD1	Permuted-NETWAS	0.364702432021
AD1	Permuted-NETWAS	0.475154518236
AD1	Permuted-NETWAS	0.364827184704
AD1	Permuted-NETWAS	0.434318806576
AD1	Permuted-NETWAS	0.383509446186
AD1	Permuted-NETWAS	0.439917356819
AD1	Permuted-NETWAS	0.543529931889
AD1	Permuted-NETWAS	0.449764064224
AD1	Permuted-NETWAS	0.501707141982
AD1	Permuted-NETWAS	0.534961392327
AD1	Permuted-NETWAS	0.438210214837
AD1	Permuted-NETWAS	0.469593174934
AD1	Permuted-NETWAS	0.429794880325
AD1	Permuted-NETWAS	0.447579797944
AD1	Permuted-NETWAS	0.478115752981
AD1	Permuted-NETWAS	0.309397597745
AD1	Permuted-NETWAS	0.465791501059
AD1	Permuted-NETWAS	0.542367762156
AD1	Permuted-NETWAS	0.391121548509
AD1	Permuted-NETWAS	0.374314954564
AD1	Permuted-NETWAS	0.380123614589
AD1	Permuted-NETWAS	0.453747395514
AD1	Permuted-NETWAS	0.611342864147
AD1	Permuted-NETWAS	0.505250555915
AD1	Permuted-NETWAS	0.503466811409
AD1	Permuted-NETWAS	0.472440600214
AD1	Permuted-NETWAS	0.526896240786
AD1	Permuted-NETWAS	0.389357501795
AD1	Permuted-NETWAS	0.462337821512
AD1	Permuted-NETWAS	0.35507896626
AD1	Permuted-NETWAS	0.393496226778
AD1	Permuted-NETWAS	0.531061229492
AD1	Permuted-NETWAS	0.478249260238
AD1	Permuted-NETWAS	0.588377427206
AD1	Permuted-NETWAS	0.471576086005
AD1	Permuted-NETWAS	0.432432195822
AD1	Permuted-NETWAS	0.545134207623
AD1	Permuted-NETWAS	0.518863918898
AD1	Permuted-NETWAS	0.471368164866
AD1	Permuted-NETWAS	0.572400329172
AD1	Permuted-NETWAS	0.330064958941
AD1	Permuted-NETWAS	0.46771313011
AD1	Permuted-NETWAS	0.446332271112
AD1	Permuted-NETWAS	0.468028294784
AD1	Permuted-NETWAS	0.50713716667
AD1	Permuted-NETWAS	0.412975154518
AD1	Permuted-NETWAS	0.483254688075
AD1	Permuted-NETWAS	0.514911228617
AD1	Permuted-NETWAS	0.393450265264
AD1	Permuted-NETWAS	0.469227671458
AD1	Permuted-NETWAS	0.53667510024
AD1	Permuted-NETWAS	0.538520126766
AD1	Permuted-NETWAS	0.611623010523
AD1	Permuted-NETWAS	0.594477176825
AD1	Permuted-NETWAS	0.55400040271
AD1	Permuted-NETWAS	0.451092570868
AD1	Permuted-NETWAS	0.428201547809
AD1	Permuted-NETWAS	0.523510409189
AD1	Permuted-NETWAS	0.432841472169
AD1	Permuted-NETWAS	0.430018121969
AD1	Permuted-NETWAS	0.431331308108
AD1	Permuted-NETWAS	0.489643338644
AD1	Permuted-NETWAS	0.457284243517
AD1	Permuted-NETWAS	0.312159665925
AD1	Permuted-NETWAS	0.395943130286
AD1	Permuted-NETWAS	0.545515031604
AD1	Permuted-NETWAS	0.304565072751
AD1	Permuted-NETWAS	0.421998931942
AD1	Permuted-NETWAS	0.437573319559
AD1	Permuted-NETWAS	0.413161189221
AD1	Permuted-NETWAS	0.294320032217
AD1	Permuted-NETWAS	0.531142209304
AD1	Permuted-NETWAS	0.450512580323
AD1	Permuted-NETWAS	0.410081767724
AD1	Permuted-NETWAS	0.368501917252
AD1	Permuted-NETWAS	0.51888361669
AD1	Permuted-NETWAS	0.478133262129
AD1	Permuted-NETWAS	0.478531595259
AD1	Permuted-NETWAS	0.385308511197
AD1	Permuted-NETWAS	0.405540332324
AD1	Permuted-NETWAS	0.409749093902
AD1	Permuted-NETWAS	0.353190166862
AD1	Permuted-NETWAS	0.521330520197
AD1	Permuted-NETWAS	0.649830161259
AD1	Permuted-NETWAS	0.326046609353
AD1	Permuted-NETWAS	0.501306620209
AD1	Permuted-NETWAS	0.382513613363
AD1	Permuted-NETWAS	0.386111743386
AD1	Permuted-NETWAS	0.454215765237
AD1	Permuted-NETWAS	0.54970409539
AD1	Permuted-NETWAS	0.430223854464
AD1	Permuted-NETWAS	0.543923887731
AD1	Permuted-NETWAS	0.476402045069
AD1	Permuted-NETWAS	0.401099574528
AD1	Permuted-NETWAS	0.430768826712
AD1	Permuted-NETWAS	0.698402727925
AD1	Permuted-NETWAS	0.535970357012
AD1	Permuted-NETWAS	0.412684064924
AD1	Permuted-NETWAS	0.465811198851
AD1	Permuted-NETWAS	0.418422688355
AD1	Permuted-NETWAS	0.406695936127
AD1	Permuted-NETWAS	0.453567926742
AD1	Permuted-NETWAS	0.436741635004
AD1	Permuted-NETWAS	0.450488505244
AD1	Permuted-NETWAS	0.383592614641
AD1	Permuted-NETWAS	0.36795475636
AD1	Permuted-NETWAS	0.500389578555
AD1	Permuted-NETWAS	0.462782116156
AD1	Permuted-NETWAS	0.443585523436
AD1	Permuted-NETWAS	0.458172832805
AD1	Permuted-NETWAS	0.485918267295
AD1	Permuted-NETWAS	0.375919230298
AD1	Permuted-NETWAS	0.588745119325
AD1	Permuted-NETWAS	0.333536147637
AD1	Permuted-NETWAS	0.326611279393
AD1	Permuted-NETWAS	0.527093218707
AD1	Permuted-NETWAS	0.440985414879
AD1	Permuted-NETWAS	0.479634671616
AD1	Permuted-NETWAS	0.534366081277
AD1	Permuted-NETWAS	0.42902447779
AD1	Permuted-NETWAS	0.444145816189
AD1	Permuted-NETWAS	0.417442176037
AD1	Permuted-NETWAS	0.516248489836
AD1	Permuted-NETWAS	0.365293365784
AD1	Permuted-NETWAS	0.308640327071
AD1	Permuted-NETWAS	0.500509953951
AD1	Permuted-NETWAS	0.303488260116
AD1	Permuted-NETWAS	0.382745609581
AD1	Permuted-NETWAS	0.447470365766
AD1	Permuted-NETWAS	0.474300947245
AD1	Permuted-NETWAS	0.379819393133
AD1	Permuted-NETWAS	0.478774534694
AD1	Permuted-NETWAS	0.377880254933
AD1	Permuted-NETWAS	0.535841227041
AD1	Permuted-NETWAS	0.478995587695
AD1	Permuted-NETWAS	0.442994589673
AD1	Permuted-NETWAS	0.526342513964
AD1	Permuted-NETWAS	0.399188888694
AD1	Permuted-NETWAS	0.356247701924
AD1	Permuted-NETWAS	0.519966995255
AD1	Permuted-NETWAS	0.496865862413
AD1	Permuted-NETWAS	0.58318815331
AD1	Permuted-NETWAS	0.339968571078
AD1	Permuted-NETWAS	0.419801533801
AD1	Permuted-NETWAS	0.326972405582
AD1	Permuted-NETWAS	0.393785127729
AD1	Permuted-NETWAS	0.440037732215
AD1	Permuted-NETWAS	0.297305342041
AD1	Permuted-NETWAS	0.365974033933
AD1	Permuted-NETWAS	0.363067515277
AD1	Permuted-NETWAS	0.55863376114
AD1	Permuted-NETWAS	0.388488610299
AD1	Permuted-NETWAS	0.286867700874
AD1	Permuted-NETWAS	0.393437133402
AD1	Permuted-NETWAS	0.386713620367
AD1	Permuted-NETWAS	0.359027279253
AD1	Permuted-NETWAS	0.499774569713
AD1	Permuted-NETWAS	0.517747710679
AD1	Permuted-NETWAS	0.413850611945
AD1	Permuted-NETWAS	0.45499711099
AD1	Permuted-NETWAS	0.548307740795
AD1	Permuted-NETWAS	0.302253865145
AD1	Permuted-NETWAS	0.615816451596
AD1	Permuted-NETWAS	0.463084148968
AD1	Permuted-NETWAS	0.305212911246
